transaction_id,transaction_timestamp,customer_id,full_name,customer_master_country,country_risk_level,customer_segment,kyc_status,customer_master_pep_flag,account_id,account_type,account_status,merchant_id,merchant_name,merchant_category,merchant_country,merchant_country_risk_level,amount,currency,channel,transaction_type,status,cross_border_flag,high_amount_flag,unusual_hour_flag,high_risk_category_flag,high_risk_country_flag,kyc_issue_flag,pep_flag,watchlist_match_flag,watchlist_type,watchlist_risk_reason,suspicious_label,rule_based_risk_score,risk_band,alert_priority,should_create_alert,reason_codes,reason_count,scored_at
TXN00002420,2026-03-12 09:47:05,CUST000863,Daniel Young,Italy,Low,Retail,Verified,0,ACC001005,Business,Active,MER000215,Crypto Exchange Merchant 215,Crypto Exchange,Spain,Low,15.62,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00005211,2026-06-03 12:41:31,CUST000796,Oliver Green,Italy,Low,Retail,Verified,0,ACC000780,Savings,Active,MER000224,Crypto Exchange Merchant 224,Crypto Exchange,France,Low,15.62,EUR,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00002523,2026-05-30 01:18:28,CUST000454,Amelia Taylor,Italy,Low,Retail,Verified,0,ACC000425,Current,Active,MER000181,Restaurants Merchant 181,Restaurants,Turkey,High,15.47,GBP,Branch,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00005799,2026-03-05 20:11:36,CUST000315,Isabella Brown,Canada,Low,Retail,Verified,0,ACC000399,Business,Active,MER000082,Money Transfer Merchant 082,Money Transfer,Singapore,Low,15.47,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009292,2026-02-15 20:10:34,CUST000722,Sophia Davies,United States,Low,SME,Verified,0,ACC000344,Savings,Active,MER000239,Crypto Exchange Merchant 239,Crypto Exchange,France,Low,15.44,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00005896,2026-06-15 20:27:42,CUST000941,Zara Thomas,Pakistan,Medium,Retail,Verified,0,ACC000681,Business,Active,MER000215,Crypto Exchange Merchant 215,Crypto Exchange,Spain,Low,15.29,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00003648,2026-05-30 06:51:09,CUST000102,Mia Smith,United States,Low,Corporate,Verified,0,ACC000800,Current,Active,MER000250,Gambling Merchant 250,Gambling,Germany,Low,15.1,GBP,Branch,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009603,2026-03-29 08:43:33,CUST000788,Grace Miller,France,Low,Retail,Verified,0,ACC000621,Current,Active,MER000174,Gambling Merchant 174,Gambling,United States,Low,15.03,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00000774,2026-04-07 02:07:04,CUST000981,Ethan Khan,United Arab Emirates,Medium,Retail,Verified,0,ACC000706,Savings,Active,MER000235,Restaurants Merchant 235,Restaurants,Turkey,High,14.96,GBP,Card Present,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00001613,2026-02-01 14:56:30,CUST000854,Hannah Patel,India,Medium,Retail,Verified,0,ACC001023,Business,Active,MER000174,Gambling Merchant 174,Gambling,United States,Low,14.82,EUR,Card Present,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00002355,2026-04-08 06:29:16,CUST000950,Noah Taylor,Netherlands,Low,Retail,Verified,0,ACC001149,Current,Active,MER000099,Money Transfer Merchant 099,Money Transfer,Canada,Low,14.64,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009164,2026-03-19 06:59:39,CUST000820,Mia Miller,Singapore,Low,Retail,Verified,0,ACC000929,Current,Dormant,MER000035,Gambling Merchant 035,Gambling,United States,Low,14.5,GBP,E-Commerce,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00006785,2026-03-19 09:59:47,CUST000775,Maya Smith,Italy,Low,Retail,Verified,0,ACC000675,Business,Active,MER000174,Gambling Merchant 174,Gambling,United States,Low,14.41,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009017,2026-06-26 04:39:57,CUST000787,Leo Young,Nigeria,High,Retail,Verified,0,ACC000496,Current,Active,MER000120,Online Marketplace Merchant 120,Online Marketplace,United States,Low,14.37,GBP,E-Commerce,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00008640,2026-04-30 08:51:24,CUST000548,Oliver Ahmed,Pakistan,Medium,Retail,Verified,0,ACC000211,Savings,Active,MER000099,Money Transfer Merchant 099,Money Transfer,Canada,Low,14.32,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00007744,2026-05-12 10:11:50,CUST000613,James Miller,Italy,Low,Retail,Verified,0,ACC000901,Current,Active,MER000147,Gambling Merchant 147,Gambling,United Arab Emirates,Medium,14.14,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00002288,2026-03-05 17:38:10,CUST000759,Ethan Smith,Canada,Low,SME,Verified,0,ACC000114,Savings,Active,MER000224,Crypto Exchange Merchant 224,Crypto Exchange,France,Low,14.05,GBP,Mobile Banking,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004337,2026-01-17 00:03:54,CUST000337,Ali Brown,Turkey,High,Retail,Verified,0,ACC000186,Current,Active,MER000238,Travel Merchant 238,Travel,Spain,Low,14.03,GBP,Mobile Banking,Cash Withdrawal,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00007829,2026-01-22 08:58:34,CUST000815,Aisha Young,United Arab Emirates,Medium,Retail,Verified,0,ACC000879,Current,Active,MER000052,Gambling Merchant 052,Gambling,Canada,Low,13.97,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004238,2026-03-01 03:13:20,CUST000215,James Green,United States,Low,Retail,Verified,0,ACC000782,Current,Active,MER000023,Restaurants Merchant 023,Restaurants,Nigeria,High,13.95,GBP,Branch,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00000404,2026-03-03 11:52:44,CUST000453,Mia Wilson,India,Medium,Retail,Verified,0,ACC000417,Current,Active,MER000219,Money Transfer Merchant 219,Money Transfer,United Kingdom,Low,13.94,GBP,Branch,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00003460,2026-06-28 09:09:05,CUST000744,Oliver Walker,Singapore,Low,Retail,Verified,0,ACC000391,Current,Active,MER000233,Money Transfer Merchant 233,Money Transfer,Canada,Low,13.83,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004147,2026-01-17 02:08:12,CUST000755,Hannah Ahmed,Nigeria,High,SME,Verified,0,ACC000666,Savings,Active,MER000178,Groceries Merchant 178,Groceries,Italy,Low,13.82,EUR,E-Commerce,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00008592,2026-03-31 05:18:39,CUST000771,Muhammad Ali,Netherlands,Low,Private Banking,Verified,0,ACC000160,Current,Active,MER000099,Money Transfer Merchant 099,Money Transfer,Canada,Low,13.78,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009099,2026-07-05 06:08:29,CUST000603,Oliver Hussain,France,Low,Retail,Verified,0,ACC000154,Current,Active,MER000107,Gambling Merchant 107,Gambling,India,Medium,13.76,GBP,Branch,Refund,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00005375,2026-04-07 08:44:35,CUST000325,Ethan Walker,Italy,Low,Retail,Verified,0,ACC000832,Savings,Active,MER000174,Gambling Merchant 174,Gambling,United States,Low,13.74,USD,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00008191,2026-03-17 16:57:03,CUST000278,Zara Clarke,Singapore,Low,Retail,Verified,0,ACC000410,Current,Active,MER000055,Money Transfer Merchant 055,Money Transfer,Spain,Low,13.67,USD,Branch,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00007778,2026-03-13 09:32:32,CUST000233,Ali Robinson,India,Medium,Retail,Verified,0,ACC000764,Current,Active,MER000013,Crypto Exchange Merchant 013,Crypto Exchange,Canada,Low,13.58,GBP,Mobile Banking,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00005533,2026-02-14 02:38:42,CUST000054,Aisha Thomas,Spain,Low,Retail,Verified,0,ACC000118,Current,Active,MER000100,Electronics Merchant 100,Electronics,Nigeria,High,13.56,EUR,E-Commerce,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00007377,2026-06-04 17:24:25,CUST000647,Muhammad Hall,Netherlands,Low,Retail,Verified,0,ACC000972,Business,Active,MER000094,Crypto Exchange Merchant 094,Crypto Exchange,United States,Low,13.5,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00008850,2026-03-04 23:19:51,CUST000558,Hannah Green,Canada,Low,SME,Verified,0,ACC000754,Current,Active,MER000056,Crypto Exchange Merchant 056,Crypto Exchange,United States,Low,13.48,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009028,2026-06-13 13:47:31,CUST000159,Lucas Jones,India,Medium,Retail,Verified,0,ACC000428,Current,Active,MER000101,Gambling Merchant 101,Gambling,United Kingdom,Low,13.37,GBP,E-Commerce,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004793,2026-06-14 12:39:34,CUST000385,Leo Young,India,Medium,Retail,Verified,0,ACC001031,Savings,Active,MER000174,Gambling Merchant 174,Gambling,United States,Low,13.35,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00002460,2026-03-19 20:18:57,CUST000329,Noah Thomas,France,Low,Private Banking,Verified,0,ACC000481,Business,Active,MER000056,Crypto Exchange Merchant 056,Crypto Exchange,United States,Low,13.28,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009458,2026-05-10 06:55:14,CUST000447,Muhammad Hall,Netherlands,Low,Retail,Verified,0,ACC000005,Current,Active,MER000065,Money Transfer Merchant 065,Money Transfer,United Arab Emirates,Medium,13.26,GBP,Card Present,Refund,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009484,2026-03-23 23:39:54,CUST000329,Noah Thomas,France,Low,Private Banking,Verified,0,ACC000584,Savings,Active,MER000107,Gambling Merchant 107,Gambling,India,Medium,13.21,GBP,Mobile Banking,Transfer,Pending,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00003909,2026-06-21 15:22:07,CUST000570,Ethan Davies,Singapore,Low,Retail,Verified,0,ACC000168,Current,Active,MER000101,Gambling Merchant 101,Gambling,United Kingdom,Low,13.2,GBP,Mobile Banking,Refund,Pending,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00000250,2026-07-10 22:08:31,CUST000982,Fatima Davies,United Kingdom,Low,Retail,Verified,0,ACC001002,Current,Active,MER000233,Money Transfer Merchant 233,Money Transfer,Canada,Low,13.14,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00007967,2026-03-06 18:36:57,CUST000310,Isabella Ali,France,Low,Retail,Verified,0,ACC000659,Current,Active,MER000093,Money Transfer Merchant 093,Money Transfer,Spain,Low,13.13,EUR,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00003949,2026-07-05 03:19:02,CUST000824,Sophia Khan,Netherlands,Low,Retail,Verified,0,ACC000061,Savings,Active,MER000155,Subscription Merchant 155,Subscription,Turkey,High,13.04,GBP,Branch,Purchase,Completed,1,0,1,0,1,0,0,0,,,1,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; UNUSUAL_HOUR_ACTIVITY,3,2026-07-11T20:43:40
TXN00006974,2026-02-11 16:32:16,CUST000417,Zara Khan,Spain,Low,Retail,Verified,0,ACC000420,Current,Active,MER000082,Money Transfer Merchant 082,Money Transfer,Singapore,Low,12.95,EUR,Branch,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004561,2026-07-01 12:21:02,CUST000461,Maya Clarke,Spain,Low,Retail,Verified,0,ACC000376,Current,Active,MER000218,Money Transfer Merchant 218,Money Transfer,France,Low,12.86,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004655,2026-02-03 06:06:35,CUST000233,Ali Robinson,India,Medium,Retail,Verified,0,ACC000764,Current,Active,MER000106,Gambling Merchant 106,Gambling,United States,Low,12.8,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00007327,2026-01-12 13:32:21,CUST000895,Daniel Clarke,Canada,Low,Retail,Verified,0,ACC000125,Current,Active,MER000094,Crypto Exchange Merchant 094,Crypto Exchange,United States,Low,12.77,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004141,2026-06-01 05:38:46,CUST000468,Lucas Clarke,Spain,Low,Retail,Verified,0,ACC000672,Current,Active,MER000150,Gambling Merchant 150,Gambling,Germany,Low,12.74,GBP,Branch,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009664,2026-05-12 15:47:28,CUST000487,Noah Patel,France,Low,Retail,Verified,0,ACC000828,Current,Active,MER000249,Crypto Exchange Merchant 249,Crypto Exchange,Singapore,Low,12.51,GBP,Card Present,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00003410,2026-05-26 10:29:20,CUST000883,Oliver Clarke,United States,Low,Retail,Verified,0,ACC000883,Current,Dormant,MER000233,Money Transfer Merchant 233,Money Transfer,Canada,Low,12.46,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00006454,2026-04-01 12:41:36,CUST000378,Muhammad Hussain,Pakistan,Medium,Retail,Verified,0,ACC000179,Current,Dormant,MER000174,Gambling Merchant 174,Gambling,United States,Low,12.43,EUR,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00002542,2026-06-30 12:25:37,CUST000504,Zara Wilson,Germany,Low,Retail,Verified,0,ACC001159,Savings,Active,MER000218,Money Transfer Merchant 218,Money Transfer,France,Low,12.31,GBP,Mobile Banking,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00001221,2026-05-01 17:14:47,CUST000019,Noah Khan,Nigeria,High,Retail,Verified,0,ACC001008,Current,Active,MER000178,Groceries Merchant 178,Groceries,Italy,Low,12.28,GBP,API,Purchase,Reversed,1,0,0,0,1,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_COUNTRY; CROSS_BORDER_TRANSACTION; CHANNEL_MONITORING_FLAG; NON_STANDARD_TRANSACTION_STATUS,4,2026-07-11T20:43:40
TXN00005180,2026-05-28 20:18:41,CUST000642,Leo Green,Netherlands,Low,SME,Verified,0,ACC000302,Business,Active,MER000021,Crypto Exchange Merchant 021,Crypto Exchange,Germany,Low,12.23,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00006223,2026-03-22 17:05:09,CUST000251,Amelia Taylor,Canada,Low,SME,Verified,0,ACC000396,Savings,Active,MER000057,Money Transfer Merchant 057,Money Transfer,Pakistan,Medium,12.2,USD,Branch,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00003827,2026-03-24 19:31:54,CUST000645,Lucas Robinson,France,Low,SME,Verified,0,ACC001030,Business,Active,MER000094,Crypto Exchange Merchant 094,Crypto Exchange,United States,Low,12.15,USD,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00000644,2026-01-29 17:50:45,CUST000685,Aisha Jones,Italy,Low,Retail,Verified,0,ACC000226,Current,Active,MER000150,Gambling Merchant 150,Gambling,Germany,Low,12.05,GBP,Branch,Transfer,Pending,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00001022,2026-03-06 05:24:17,CUST000717,Ali Ahmed,Spain,Low,Retail,Verified,0,ACC001119,Current,Active,MER000106,Gambling Merchant 106,Gambling,United States,Low,11.95,GBP,E-Commerce,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00006602,2026-06-26 19:33:49,CUST000817,Ethan Davies,Pakistan,Medium,Retail,Verified,0,ACC000274,Current,Active,MER000108,Money Transfer Merchant 108,Money Transfer,United Arab Emirates,Medium,11.94,GBP,Mobile Banking,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00000390,2026-02-23 17:58:51,CUST000739,Grace Wilson,India,Medium,Retail,Verified,0,ACC000033,Current,Active,MER000208,Gambling Merchant 208,Gambling,France,Low,11.89,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00004059,2026-03-01 00:44:40,CUST000732,Amelia Hall,France,Low,SME,Verified,0,ACC000881,Current,Active,MER000224,Crypto Exchange Merchant 224,Crypto Exchange,France,Low,11.87,GBP,Branch,Cash Withdrawal,Completed,0,0,1,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; UNUSUAL_HOUR_ACTIVITY; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00006648,2026-05-20 19:46:27,CUST000917,Daniel Jones,Italy,Low,SME,Verified,0,ACC000082,Current,Dormant,MER000160,Crypto Exchange Merchant 160,Crypto Exchange,Pakistan,Medium,11.87,GBP,E-Commerce,Transfer,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
TXN00009735,2026-03-18 12:06:25,CUST000186,Sophia Hall,Netherlands,Low,Retail,Verified,0,ACC000736,Savings,Active,MER000053,Gambling Merchant 053,Gambling,United Kingdom,Low,11.72,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0,,,0,38,Medium,P3,1,HIGH_RISK_MERCHANT_CATEGORY; CROSS_BORDER_TRANSACTION; SENSITIVE_MERCHANT_CATEGORY,3,2026-07-11T20:43:40
