customer_id,full_name,customer_segment,customer_country,country_risk_level,kyc_status,pep_flag,transaction_count,total_transaction_amount,average_transaction_amount,max_transaction_amount,average_transaction_risk_score,max_transaction_risk_score,alert_count,critical_transaction_count,high_transaction_count,medium_transaction_count,watchlist_match_count,suspicious_label_count,customer_rule_based_risk_score,customer_risk_band,customer_review_priority
CUST000428,Grace Wright,Retail,Pakistan,Medium,Verified,0,13,629.44,48.42,130.57,32.69,55,9,0,1,8,1,1,56.92,High,P2
CUST000996,Grace Wright,Private Banking,United Arab Emirates,Medium,Verified,0,12,428.29,35.69,118.24,31.67,60,7,0,2,5,1,2,56.92,High,P2
CUST000909,Fatima Robinson,Retail,Turkey,High,Verified,0,3,4765.48,1588.49,4479.37,48.33,84,2,1,0,1,0,1,56.88,High,P2
CUST000793,Lucas Robinson,Retail,France,Low,Verified,0,14,805.32,57.52,180.28,30.43,56,8,0,2,6,1,3,56.81,High,P2
CUST000170,Ethan Robinson,SME,France,Low,Verified,0,13,3391.07,260.85,2519.97,24.77,88,2,1,0,1,1,0,56.79,High,P2
CUST000102,Mia Smith,Corporate,United States,Low,Verified,0,10,292.43,29.24,78.3,35.2,71,6,0,2,4,0,3,56.75,High,P2
CUST000056,Adam Green,Retail,Italy,Low,Verified,0,9,249.59,27.73,74.88,25.44,83,3,1,0,2,1,0,56.71,High,P2
CUST000167,Adam Ali,Retail,Pakistan,Medium,Verified,0,14,709.74,50.7,83.94,25.64,78,4,1,0,3,1,1,56.51,High,P2
CUST000266,Ali Wright,Corporate,Germany,Low,Verified,0,11,2349.77,213.62,1558.32,34.0,71,5,0,3,2,0,5,56.45,High,P2
CUST000625,Adam Robinson,Retail,United States,Low,Verified,0,13,770.91,59.3,231.99,29.62,60,7,0,2,5,1,1,56.4,High,P2
CUST000646,Mia Miller,Retail,Turkey,High,Verified,0,14,673.48,48.11,121.14,34.14,66,7,0,2,5,0,4,56.24,High,P2
CUST000750,Ali Khan,SME,France,Low,Verified,0,11,1472.43,133.86,855.82,29.45,73,5,0,1,4,1,1,56.21,High,P2
CUST000413,Leo Ali,Retail,United States,Low,Pending Review,0,3,927.79,309.26,860.72,60.33,69,3,0,2,1,0,3,56.13,High,P2
CUST000488,Maya Ahmed,Retail,Singapore,Low,Verified,0,8,411.68,51.46,111.94,30.12,79,3,1,0,2,1,1,56.08,High,P2
CUST000236,Aisha Green,Retail,Canada,Low,Verified,0,14,3132.19,223.73,2394.74,31.64,67,7,0,2,5,0,3,56.06,High,P2
CUST000391,Grace Thomas,Retail,Spain,Low,Verified,0,14,6731.15,480.8,5836.07,27.36,76,6,1,0,5,0,2,56.04,High,P2
CUST000733,Maya Taylor,SME,Nigeria,High,Verified,0,5,7393.29,1478.66,7235.37,49.2,66,4,0,3,1,0,3,56.0,High,P2
CUST000013,Leo Hussain,SME,Turkey,High,Verified,0,12,603.86,50.32,107.06,41.25,57,8,0,2,6,0,7,55.96,High,P2
CUST000005,Maya Green,Retail,Netherlands,Low,Verified,0,13,14495.01,1115.0,6800.6,32.69,66,8,0,1,7,0,3,55.87,High,P2
CUST000052,Maya Ahmed,Retail,India,Medium,Verified,0,14,8692.65,620.9,4936.37,31.43,71,7,0,1,6,0,1,55.81,High,P2
CUST000148,Fatima Patel,Retail,United Arab Emirates,Medium,Verified,0,11,3675.19,334.11,3035.16,31.45,71,7,0,1,6,0,2,55.81,High,P2
CUST000027,Grace Patel,SME,Italy,Low,Verified,0,14,5614.71,401.05,3353.23,32.57,57,9,0,2,7,0,3,55.79,High,P2
CUST000691,Daniel Ali,Retail,Spain,Low,Verified,0,9,817.91,90.88,325.62,32.56,61,4,0,4,0,1,3,55.59,High,P2
CUST000126,Amelia Khan,Retail,Turkey,High,Verified,0,11,878.29,79.84,348.64,38.64,62,7,0,2,5,0,5,55.56,High,P2
CUST000177,Lucas Wright,Corporate,Italy,Low,Verified,0,12,5212.18,434.35,3039.91,32.33,61,8,0,2,6,0,3,55.53,High,P2
CUST000060,Amelia Thomas,Retail,United Arab Emirates,Medium,Verified,0,7,218.12,31.16,110.73,28.43,83,2,1,0,1,1,1,55.46,High,P2
CUST000544,Leo Walker,Retail,Netherlands,Low,Verified,0,13,565.28,43.48,101.03,30.08,62,6,0,2,4,1,1,55.42,High,P2
CUST000777,Grace Ahmed,Retail,Italy,Low,Verified,0,7,9598.69,1371.24,5031.09,30.71,86,3,1,0,2,0,2,55.38,High,P2
CUST000987,Zara Ali,Retail,Netherlands,Low,Verified,0,8,493.02,61.63,249.73,33.25,69,4,0,2,2,1,1,55.36,High,P2
CUST000340,Lucas Green,Retail,United Kingdom,Low,Pending Review,0,6,319.71,53.28,110.31,52.0,63,6,0,1,5,0,6,55.35,High,P2
CUST000717,Ali Ahmed,Retail,Spain,Low,Verified,0,8,237.4,29.68,61.14,26.62,79,3,1,0,2,1,1,55.21,High,P2
CUST000863,Daniel Young,Retail,Italy,Low,Verified,0,8,348.43,43.55,66.45,38.0,66,6,0,2,4,0,3,55.2,High,P2
CUST000513,Daniel Taylor,SME,Italy,Low,Verified,0,8,475.54,59.44,243.6,37.75,66,6,0,2,4,0,3,55.14,High,P2
CUST000876,Zara Clarke,Retail,United States,Low,Failed,0,7,541.29,77.33,254.99,43.57,58,7,0,2,5,0,3,54.99,Medium,P3
CUST000821,Noah Robinson,Retail,United Kingdom,Low,Verified,0,3,434.62,144.87,340.87,34.33,83,1,1,0,0,1,0,54.93,Medium,P3
CUST000432,Leo Hall,Retail,Pakistan,Medium,Verified,0,5,368.38,73.68,242.08,43.8,71,5,0,1,4,0,1,54.9,Medium,P3
CUST000300,Noah Smith,Retail,United Kingdom,Low,Verified,0,8,10097.96,1262.24,5556.97,35.75,66,4,0,2,2,1,2,54.64,Medium,P3
CUST000159,Lucas Jones,Retail,India,Medium,Verified,0,16,1091.65,68.23,266.5,28.25,61,9,0,1,8,0,4,54.51,Medium,P3
CUST000171,Oliver Clarke,Retail,United Arab Emirates,Medium,Pending Review,0,8,591.93,73.99,172.2,39.62,59,8,0,1,7,0,4,54.46,Medium,P3
CUST000054,Aisha Thomas,Retail,Spain,Low,Verified,0,14,7309.13,522.08,5732.71,30.5,68,6,0,2,4,0,2,54.22,Medium,P3
CUST000304,Ali Wilson,SME,Canada,Low,Verified,0,4,592.19,148.05,473.47,43.75,65,3,0,2,1,1,1,54.19,Medium,P3
CUST000462,Amelia Clarke,Retail,India,Medium,Verified,0,11,4322.03,392.91,3930.33,33.64,66,7,0,1,6,0,3,54.11,Medium,P3
CUST000109,Muhammad Ali,Retail,Germany,Low,Verified,0,17,604.44,35.56,85.15,26.47,61,7,0,3,4,0,4,54.07,Medium,P3
CUST000583,Fatima Wilson,Retail,Turkey,High,Verified,0,5,554.79,110.96,164.85,46.6,63,3,0,2,1,1,2,54.0,Medium,P3
CUST000290,Grace Young,Retail,Italy,Low,Verified,0,18,1134.51,63.03,205.66,24.89,66,7,0,2,5,0,2,53.92,Medium,P3
CUST000152,Sophia Young,Retail,Netherlands,Low,Verified,0,11,847.43,77.04,220.2,34.55,56,8,0,2,6,0,4,53.84,Medium,P3
CUST000714,Maya Thomas,Retail,Singapore,Low,Verified,0,13,4099.88,315.38,3354.7,29.31,72,5,0,2,3,0,2,53.73,Medium,P3
CUST000409,Adam Wright,Retail,India,Medium,Verified,0,13,2203.57,169.51,1506.86,31.08,62,8,0,1,7,0,4,53.67,Medium,P3
CUST000878,Zara Ali,SME,India,Medium,Verified,0,11,3729.01,339.0,2668.49,31.82,66,6,0,2,4,0,3,53.66,Medium,P3
CUST000249,Aisha Davies,Retail,Nigeria,High,Verified,0,9,538.3,59.81,194.86,38.67,71,5,0,1,4,0,4,53.62,Medium,P3
CUST000478,Fatima Ahmed,Retail,Pakistan,Medium,Verified,0,15,3788.51,252.57,3190.95,26.27,60,6,0,2,4,1,3,53.57,Medium,P3
CUST000613,James Miller,Retail,Italy,Low,Verified,0,9,292.41,32.49,57.99,34.22,60,6,0,1,5,1,2,53.56,Medium,P3
CUST000279,Grace Hussain,Retail,Spain,Low,Verified,0,9,6233.91,692.66,5503.71,30.67,77,3,1,1,1,0,2,53.32,Medium,P3
CUST000798,Noah Miller,Retail,Singapore,Low,Verified,0,14,4113.99,293.86,3481.65,31.29,61,8,0,1,7,0,4,53.27,Medium,P3
CUST000715,Oliver Robinson,SME,Spain,Low,Verified,0,13,755.0,58.08,211.65,29.15,71,4,0,3,1,0,3,53.24,Medium,P3
CUST000586,Adam Khan,Retail,United Arab Emirates,Medium,Verified,0,6,3196.66,532.78,2993.82,37.17,62,4,0,2,2,1,3,53.19,Medium,P3
CUST000577,Mia Young,Retail,Nigeria,High,Verified,0,6,545.35,90.89,319.11,44.67,62,4,0,3,1,0,3,53.07,Medium,P3
CUST000600,Oliver Miller,Retail,Netherlands,Low,Verified,0,14,3384.02,241.72,2384.34,29.36,66,7,0,1,6,0,2,53.04,Medium,P3
CUST000997,Ethan Young,SME,France,Low,Verified,0,14,3156.69,225.48,2392.5,25.29,79,4,1,0,3,0,3,52.87,Medium,P3
CUST000145,Adam Ahmed,Retail,Pakistan,Medium,Verified,0,10,3351.73,335.17,2890.24,34.7,58,8,0,1,7,0,1,52.78,Medium,P3
CUST000433,Zara Thomas,SME,United States,Low,Verified,0,14,965.38,68.96,282.05,25.71,63,6,0,1,5,1,2,52.78,Medium,P3
CUST000399,Leo Davies,SME,Nigeria,High,Verified,0,6,346.14,57.69,90.37,43.33,62,5,0,2,3,0,4,52.73,Medium,P3
CUST000868,Isabella Miller,Retail,Pakistan,Medium,Verified,0,12,817.68,68.14,141.32,23.33,73,4,0,1,3,1,0,52.68,Medium,P3
CUST000970,Amelia Ahmed,Corporate,France,Low,Verified,0,10,683.82,68.38,151.49,35.7,66,5,0,2,3,0,3,52.62,Medium,P3
CUST000774,Isabella Wright,Retail,Singapore,Low,Verified,0,8,293.44,36.68,71.87,35.5,66,5,0,2,3,0,3,52.58,Medium,P3
CUST000454,Amelia Taylor,Retail,Italy,Low,Verified,0,13,626.51,48.19,157.94,36.54,52,10,0,0,10,0,2,52.54,Medium,P3
CUST000934,Aisha Young,Retail,Singapore,Low,Verified,0,17,11118.06,654.0,10269.18,25.65,58,7,0,1,6,1,2,52.51,Medium,P3
CUST000180,Maya Smith,Corporate,Nigeria,High,Verified,0,11,1186.03,107.82,795.43,37.09,56,8,0,1,7,0,3,52.47,Medium,P3
CUST000597,Amelia Ahmed,Retail,Turkey,High,Verified,0,7,4548.73,649.82,3574.5,45.0,56,6,0,2,4,0,6,52.45,Medium,P3
CUST000602,Daniel Brown,Retail,Italy,Low,Verified,0,13,574.43,44.19,125.64,30.62,55,7,0,1,6,1,2,52.4,Medium,P3
CUST000588,Grace Patel,Retail,Singapore,Low,Verified,0,10,2805.69,280.57,2348.36,34.6,66,5,0,2,3,0,2,52.35,Medium,P3
CUST000541,Grace Brown,Retail,Turkey,High,Verified,0,7,2615.42,373.63,2231.01,41.43,71,4,0,1,3,0,2,52.31,Medium,P3
CUST000826,Fatima Ahmed,SME,United States,Low,Verified,0,14,4413.85,315.27,3919.62,29.71,55,7,0,1,6,1,3,52.18,Medium,P3
CUST000704,James Patel,Retail,United Kingdom,Low,Verified,0,9,5478.99,608.78,4572.43,33.89,66,6,0,1,5,0,1,52.17,Medium,P3
CUST000682,Adam Walker,Retail,United Arab Emirates,Medium,Verified,0,7,346.34,49.48,109.02,41.0,62,5,0,2,3,0,3,52.15,Medium,P3
CUST000335,Muhammad Davies,Retail,Singapore,Low,Verified,0,7,355.3,50.76,88.18,35.57,65,3,0,2,1,1,2,52.14,Medium,P3
CUST000767,Zara Green,SME,Singapore,Low,Verified,0,11,5071.58,461.05,4504.91,28.36,60,6,0,1,5,1,2,52.09,Medium,P3
CUST000238,Zara Robinson,Retail,United States,Low,Failed,0,7,294.66,42.09,91.76,39.43,58,6,0,2,4,0,4,51.96,Medium,P3
CUST000397,Leo Miller,Retail,Singapore,Low,Pending Review,0,7,152.39,21.77,29.38,39.43,58,6,0,2,4,0,3,51.96,Medium,P3
CUST000092,Lucas Smith,Retail,Nigeria,High,Verified,0,8,1622.71,202.84,1186.75,41.0,66,3,0,3,0,0,3,51.95,Medium,P3
CUST000955,Hannah Brown,Retail,United Kingdom,Low,Verified,0,18,5534.66,307.48,4387.81,25.89,61,7,0,2,5,0,2,51.92,Medium,P3
CUST000568,Noah Jones,Retail,Singapore,Low,Verified,0,8,456.1,57.01,120.36,31.75,71,5,0,1,4,0,2,51.89,Medium,P3
CUST000123,Daniel Ali,Retail,Netherlands,Low,Verified,0,11,10533.44,957.59,8752.78,26.27,65,5,0,1,4,1,1,51.82,Medium,P3
CUST000820,Mia Miller,Retail,Singapore,Low,Verified,0,12,3393.12,282.76,2722.31,31.42,62,7,0,1,6,0,3,51.76,Medium,P3
CUST000066,Aisha Clarke,SME,Canada,Low,Verified,0,6,8436.6,1406.1,8166.93,32.17,77,3,1,0,2,0,1,51.69,Medium,P3
CUST000176,Maya Ahmed,Private Banking,United States,Low,Verified,0,7,465.21,66.46,131.32,34.57,60,4,0,2,2,1,1,51.64,Medium,P3
CUST000578,Adam Walker,Retail,Nigeria,High,Verified,0,7,8305.4,1186.49,8095.68,39.71,66,5,0,1,4,0,3,51.63,Medium,P3
CUST000825,Sophia Davies,Retail,Turkey,High,Verified,0,9,395.26,43.92,98.68,40.67,61,5,0,2,3,0,5,51.62,Medium,P3
CUST000041,Isabella Ali,Retail,Germany,Low,Verified,0,10,450.16,45.02,148.19,30.3,71,4,0,2,2,0,3,51.52,Medium,P3
CUST000091,Isabella Green,SME,Canada,Low,Verified,0,10,5386.87,538.69,5002.3,31.8,61,5,0,3,2,0,4,51.4,Medium,P3
CUST000015,Leo Wright,Corporate,France,Low,Verified,0,11,543.05,49.37,172.26,30.55,57,4,0,3,1,1,3,51.29,Medium,P3
CUST000437,Amelia Jones,Retail,France,Low,Verified,0,9,427.95,47.55,83.07,32.11,56,6,0,1,5,1,1,51.23,Medium,P3
CUST000314,Maya Hall,Retail,Italy,Low,Pending Review,0,7,208.51,29.79,50.76,35.43,63,6,0,1,5,0,2,51.21,Medium,P3
CUST000782,Grace Robinson,SME,Singapore,Low,Verified,0,11,2443.82,222.17,1985.17,29.91,66,5,0,2,3,0,2,51.18,Medium,P3
CUST000698,Leo Jones,SME,Nigeria,High,Verified,0,9,4054.32,450.48,3631.73,37.89,66,4,0,2,2,0,3,51.17,Medium,P3
CUST000490,Daniel Wright,Retail,United Kingdom,Low,Verified,0,7,618.18,88.31,276.6,32.57,60,5,0,1,4,1,0,51.14,Medium,P3
CUST000700,Fatima Taylor,Retail,United Arab Emirates,Medium,Verified,0,14,11860.99,847.21,7477.42,28.93,62,7,0,1,6,0,3,51.13,Medium,P3
CUST000235,Fatima Khan,Retail,United Arab Emirates,Medium,Verified,0,8,2713.93,339.24,2281.4,32.38,60,5,0,1,4,1,1,51.1,Medium,P3
CUST000160,Aisha Walker,SME,Spain,Low,Verified,0,12,5867.89,488.99,5328.96,28.17,71,5,0,1,4,0,3,50.99,Medium,P3
CUST000621,Fatima Wilson,Retail,Spain,Low,Verified,0,9,2342.3,260.26,1847.4,36.33,62,6,0,1,5,0,4,50.98,Medium,P3
CUST000319,Zara Hussain,Retail,Nigeria,High,Verified,0,4,139.7,34.92,69.08,42.75,67,4,0,1,3,0,2,50.84,Medium,P3
CUST000899,Noah Hussain,Retail,Italy,Low,Verified,0,15,3927.71,261.85,3096.51,30.53,56,7,0,2,5,0,3,50.83,Medium,P3
CUST000563,Sophia Miller,Corporate,Canada,Low,Verified,0,14,3398.29,242.74,2781.89,29.21,61,6,0,2,4,0,3,50.75,Medium,P3
CUST000745,Amelia Miller,Corporate,Spain,Low,Verified,0,14,857.31,61.24,329.19,29.14,61,7,0,1,6,0,2,50.74,Medium,P3
CUST000339,Daniel Patel,Retail,Pakistan,Medium,Verified,0,13,7457.13,573.63,6530.81,29.15,61,6,0,2,4,0,2,50.74,Medium,P3
CUST000639,Ethan Robinson,Retail,United Kingdom,Low,Verified,0,8,3831.42,478.93,3216.65,31.88,55,6,0,1,5,1,0,50.72,Medium,P3
CUST000694,Daniel Wilson,Retail,India,Medium,Verified,0,11,634.78,57.71,131.23,27.09,71,5,0,1,4,0,2,50.72,Medium,P3
CUST000327,Muhammad Davies,Retail,Nigeria,High,Verified,0,9,378.89,42.1,82.24,35.0,71,4,0,1,3,0,2,50.7,Medium,P3
CUST000162,Hannah Clarke,Retail,Italy,Low,Verified,0,7,211.08,30.15,46.46,34.71,71,4,0,1,3,0,1,50.63,Medium,P3
CUST000994,Lucas Wright,Retail,France,Low,Verified,0,10,10456.29,1045.63,8289.59,34.1,58,6,0,2,4,0,2,50.62,Medium,P3
CUST000189,Zara Thomas,SME,Germany,Low,Verified,0,10,625.45,62.54,215.03,28.7,61,4,0,2,2,1,1,50.62,Medium,P3
CUST000832,Muhammad Robinson,Retail,Germany,Low,Verified,0,9,518.44,57.6,190.68,35.78,57,7,0,1,6,0,3,50.6,Medium,P3
CUST000718,Zara Walker,Corporate,United States,Low,Verified,0,14,3637.3,259.81,2844.27,26.57,62,7,0,1,6,0,2,50.54,Medium,P3
CUST000742,Grace Ali,Retail,France,Low,Verified,0,9,305.88,33.99,79.59,33.44,67,5,0,1,4,0,2,50.51,Medium,P3
CUST000523,Oliver Smith,Retail,Turkey,High,Verified,0,3,120.08,40.03,89.73,50.33,62,3,0,2,1,0,2,50.48,Medium,P3
CUST000877,Lucas Hussain,SME,United States,Low,Verified,0,14,1014.77,72.48,215.35,27.71,61,7,0,1,6,0,2,50.38,Medium,P3
CUST000241,James Patel,Retail,Italy,Low,Verified,0,10,3724.44,372.44,3386.47,32.7,58,6,0,2,4,0,3,50.28,Medium,P3
CUST000203,James Patel,Retail,Pakistan,Medium,Verified,0,8,224.36,28.04,59.86,22.75,79,1,1,0,0,1,0,50.24,Medium,P3
CUST000838,Noah Wilson,Retail,Italy,Low,Verified,0,12,579.64,48.3,196.11,33.25,53,9,0,0,9,0,3,50.16,Medium,P3
CUST000687,Daniel Walker,Retail,Spain,Low,Verified,0,14,723.89,51.71,335.07,26.07,61,6,0,2,4,0,3,49.97,Medium,P3
CUST000477,Amelia Young,Retail,Netherlands,Low,Verified,0,8,470.46,58.81,162.83,31.75,71,4,0,1,3,0,2,49.89,Medium,P3
CUST000985,Mia Ali,Retail,United Arab Emirates,Medium,Verified,0,12,4134.65,344.55,3410.46,27.42,60,5,0,1,4,1,1,49.86,Medium,P3
CUST000811,James Smith,Retail,Nigeria,High,Verified,0,8,3164.59,395.57,2649.67,40.12,57,6,0,1,5,0,5,49.68,Medium,P3
CUST000916,Leo Green,SME,Italy,Low,Verified,0,16,1200.59,75.04,259.78,23.88,66,6,0,1,5,0,3,49.67,Medium,P3
CUST000184,Daniel Smith,Retail,Canada,Low,Verified,0,16,1068.56,66.78,448.29,25.69,56,8,0,1,7,0,1,49.62,Medium,P3
CUST000554,Oliver Young,Retail,Canada,Low,Verified,0,7,269.66,38.52,96.1,35.43,55,5,0,1,4,1,2,49.61,Medium,P3
CUST000888,Adam Wright,Private Banking,Netherlands,Low,Verified,0,11,740.39,67.31,150.24,33.55,56,7,0,1,6,0,4,49.59,Medium,P3
CUST000183,Zara Ahmed,SME,Singapore,Low,Verified,0,11,608.26,55.3,195.86,31.55,66,5,0,1,4,0,3,49.59,Medium,P3
CUST000630,Isabella Taylor,SME,Canada,Low,Verified,0,10,634.66,63.47,133.76,25.9,60,4,0,2,2,1,1,49.48,Medium,P3
CUST000928,Daniel Smith,Retail,Netherlands,Low,Pending Review,0,4,197.8,49.45,97.44,44.5,63,4,0,1,3,0,3,49.48,Medium,P3
CUST000769,Muhammad Patel,Retail,India,Medium,Verified,0,11,565.84,51.44,119.99,33.0,56,6,0,2,4,0,2,49.45,Medium,P3
CUST000467,Noah Green,Retail,Italy,Low,Verified,0,9,459.28,51.03,86.32,31.89,61,6,0,1,5,0,1,49.42,Medium,P3
CUST000946,Adam Khan,Retail,Turkey,High,Verified,0,7,359.54,51.36,153.49,39.86,61,5,0,1,4,0,5,49.42,Medium,P3
CUST000756,Adam Wilson,Retail,India,Medium,Verified,0,9,322.61,35.85,97.1,31.56,61,6,0,1,5,0,3,49.34,Medium,P3
CUST000270,Sophia Walker,Corporate,United Kingdom,Low,Verified,0,10,420.21,42.02,150.11,29.5,71,3,0,2,1,0,3,49.32,Medium,P3
CUST000342,James Ali,Retail,United Arab Emirates,Medium,Verified,0,9,5533.18,614.8,5193.53,30.33,66,5,0,1,4,0,1,49.28,Medium,P3
CUST000059,Noah Wilson,SME,Spain,Low,Verified,0,9,8965.84,996.2,5149.05,30.11,66,4,0,2,2,0,3,49.23,Medium,P3
CUST000225,Fatima Davies,Retail,India,Medium,Verified,0,10,498.29,49.83,216.01,32.1,56,6,0,2,4,0,3,49.22,Medium,P3
CUST000164,Ethan Smith,SME,Spain,Low,Verified,0,12,1892.81,157.73,770.1,31.75,56,7,0,1,6,0,4,49.14,Medium,P3
CUST000743,Hannah Hall,SME,United States,Low,Verified,0,11,896.48,81.5,429.77,31.73,56,7,0,1,6,0,2,49.13,Medium,P3
CUST000552,James Brown,Retail,United Arab Emirates,Medium,Pending Review,0,7,394.33,56.33,138.92,35.86,58,6,0,1,5,0,2,49.06,Medium,P3
CUST000668,Daniel Wilson,Retail,United States,Low,Verified,0,14,1154.67,82.48,227.24,25.21,55,6,0,1,5,1,2,49.05,Medium,P3
CUST000579,Fatima Robinson,Retail,Spain,Low,Verified,0,7,7192.22,1027.46,7057.18,39.0,56,6,0,1,5,0,2,48.95,Medium,P3
CUST000944,Leo Clarke,SME,Germany,Low,Verified,0,9,2492.67,276.96,2167.82,27.89,71,4,0,1,3,0,1,48.92,Medium,P3
CUST000343,Maya Patel,Retail,Nigeria,High,Verified,0,5,238.42,47.68,125.68,43.6,62,4,0,1,3,0,4,48.8,Medium,P3
CUST000708,Ethan Brown,Retail,United Kingdom,Low,Verified,0,10,6578.72,657.87,3712.48,28.0,66,5,0,1,4,0,2,48.7,Medium,P3
CUST000020,Ali Wilson,Retail,Germany,Low,Verified,0,12,5237.27,436.44,4579.94,28.0,66,5,0,1,4,0,3,48.7,Medium,P3
CUST000584,Aisha Patel,Retail,Turkey,High,Verified,0,9,596.41,66.27,232.45,36.89,61,4,0,2,2,0,3,48.67,Medium,P3
CUST000370,Ali Thomas,SME,Turkey,High,Verified,0,9,684.98,76.11,230.86,37.56,56,6,0,1,5,0,4,48.59,Medium,P3
CUST000907,Zara Walker,Retail,United States,Low,Verified,0,11,2345.73,213.25,2034.23,27.55,66,5,0,1,4,0,1,48.59,Medium,P3
CUST000569,Zara Smith,Retail,Canada,Low,Verified,0,10,381.31,38.13,138.19,30.1,60,4,0,1,3,1,2,48.52,Medium,P3
CUST000400,Amelia Jones,Private Banking,United Kingdom,Low,Verified,0,12,3871.2,322.6,3489.46,28.17,61,6,0,1,5,0,3,48.49,Medium,P3
CUST000280,Ethan Patel,SME,Italy,Low,Verified,0,14,4591.39,327.96,3859.21,27.57,61,6,0,1,5,0,3,48.34,Medium,P3
CUST000533,Fatima Jones,Retail,Spain,Low,Failed,0,4,120.77,30.19,56.01,39.5,63,4,0,1,3,0,1,48.22,Medium,P3
CUST000463,Lucas Clarke,Corporate,France,Low,Verified,0,12,710.95,59.25,232.43,25.83,66,4,0,2,2,0,3,48.16,Medium,P3
CUST000590,Muhammad Davies,Retail,India,Medium,Verified,0,14,4106.51,293.32,3239.52,26.79,61,5,0,2,3,0,4,48.15,Medium,P3
CUST000367,Lucas Clarke,Retail,United States,Low,Verified,0,8,841.87,105.23,589.91,27.5,65,3,0,1,2,1,1,48.12,Medium,P3
CUST000719,Hannah Wilson,Retail,Turkey,High,Verified,0,6,144.73,24.12,52.85,40.83,62,3,0,2,1,0,3,48.11,Medium,P3
CUST000566,Sophia Wilson,Retail,Turkey,High,Verified,0,11,433.43,39.4,165.86,35.36,56,5,0,2,3,0,4,48.04,Medium,P3
CUST000331,Lucas Jones,SME,United Kingdom,Low,Verified,0,10,10542.49,1054.25,5987.06,32.5,62,5,0,1,4,0,2,48.03,Medium,P3
CUST000369,James Davies,Corporate,Pakistan,Medium,Verified,0,12,621.97,51.83,236.09,28.83,55,5,0,1,4,1,2,47.96,Medium,P3
CUST000251,Amelia Taylor,SME,Canada,Low,Verified,0,9,561.01,62.33,209.41,35.0,56,6,0,1,5,0,3,47.95,Medium,P3
CUST000515,Noah Ali,Retail,Canada,Low,Verified,0,18,1446.74,80.37,442.39,26.61,56,7,0,1,6,0,3,47.85,Medium,P3
CUST000958,James Hall,Retail,Pakistan,Medium,Pending Review,0,2,251.53,125.76,179.37,54.0,63,2,0,1,1,0,2,47.85,Medium,P3
CUST000516,Maya Walker,Retail,United Kingdom,Low,Verified,0,6,628.67,104.78,208.28,32.33,66,4,0,1,3,0,1,47.78,Medium,P3
CUST000037,Oliver Ali,Retail,France,Low,Verified,0,9,4102.07,455.79,3185.14,32.67,61,5,0,1,4,0,2,47.62,Medium,P3
CUST000239,Zara Walker,Retail,Turkey,High,Verified,0,8,526.78,65.85,184.39,38.75,62,3,0,2,1,0,3,47.59,Medium,P3
CUST000521,Isabella Brown,Retail,France,Low,Verified,0,8,3567.28,445.91,3340.33,31.5,57,3,0,2,1,1,1,47.53,Medium,P3
CUST000885,Sophia Smith,SME,Italy,Low,Verified,0,12,863.95,72.0,220.67,30.67,53,8,0,0,8,0,3,47.52,Medium,P3
CUST000801,Hannah Thomas,Corporate,France,Low,Verified,0,9,2800.25,311.14,2019.05,32.22,61,5,0,1,4,0,3,47.5,Medium,P3
CUST000550,Mia Thomas,Corporate,Singapore,Low,Verified,0,10,4955.68,495.57,4674.42,32.1,61,5,0,1,4,0,2,47.48,Medium,P3
CUST000935,Grace Young,Retail,India,Medium,Verified,0,11,781.45,71.04,177.58,31.0,57,6,0,1,5,0,2,47.4,Medium,P3
CUST000841,Zara Green,Retail,United States,Low,Verified,0,8,182.94,22.87,58.12,30.75,66,4,0,1,3,0,3,47.39,Medium,P3
CUST000626,Noah Robinson,Retail,Canada,Low,Verified,0,10,2074.34,207.43,1623.44,29.9,62,5,0,1,4,0,2,47.38,Medium,P3
CUST000510,James Robinson,Retail,Netherlands,Low,Verified,0,10,535.73,53.57,97.94,30.7,57,6,0,1,5,0,2,47.32,Medium,P3
CUST000992,Amelia Patel,Private Banking,United Arab Emirates,Medium,Verified,0,9,606.19,67.35,221.12,24.11,65,3,0,1,2,1,0,47.28,Medium,P3
CUST000161,Noah Brown,SME,India,Medium,Verified,0,6,2783.23,463.87,2608.3,37.0,62,4,0,1,3,0,3,47.15,Medium,P3
CUST000941,Zara Thomas,Retail,Pakistan,Medium,Verified,0,8,349.91,43.74,128.04,29.75,66,4,0,1,3,0,1,47.14,Medium,P3
CUST000096,Muhammad Taylor,SME,Germany,Low,Verified,0,12,962.69,80.22,269.26,29.83,57,6,0,1,5,0,3,47.11,Medium,P3
CUST000936,Fatima Wright,Retail,France,Low,Verified,0,5,475.09,95.02,199.86,37.6,66,3,0,1,2,0,2,47.1,Medium,P3
CUST000524,Amelia Thomas,SME,Germany,Low,Verified,0,12,517.03,43.09,221.07,27.75,67,3,0,2,1,0,2,47.09,Medium,P3
CUST000918,Oliver Patel,Retail,France,Low,Verified,0,9,5873.99,652.67,5452.59,29.44,66,4,0,1,3,0,2,47.06,Medium,P3
CUST000495,Sophia Khan,Retail,Turkey,High,Verified,0,9,636.78,70.75,188.14,37.56,57,4,0,2,2,0,4,47.04,Medium,P3
CUST000939,Ethan Brown,Retail,Canada,Low,Verified,0,14,7791.22,556.52,7167.79,28.57,53,8,0,0,8,0,1,46.99,Medium,P3
