ml_alert_id,ml_alert_status,ml_alert_type,ml_alert_priority,ml_alert_owner,ml_recommended_action,transaction_id,transaction_timestamp,customer_id,full_name,account_id,merchant_id,merchant_name,merchant_category,amount,currency,channel,status,rule_based_risk_score,risk_band,alert_priority,ml_anomaly_score,anomaly_score_percentile,ml_anomaly_flag,ml_anomaly_band,ml_reason_codes,combined_risk_signal,suspicious_label,ml_scored_at
ML-ANOMALY-000541,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005118,2026-02-18 01:03:10,CUST000993,Aisha Thomas,ACC001136,MER000038,Cash Withdrawal Merchant 038,Cash Withdrawal,15.62,GBP,E-Commerce,Completed,54,Medium,P3,-0.0032292464611488603,94.6,0,Medium,UNUSUAL_TRANSACTION_HOUR; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000542,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002231,2026-02-10 00:48:23,CUST000534,Aisha Thomas,ACC000213,MER000083,Cash Withdrawal Merchant 083,Cash Withdrawal,57.85,GBP,API,Completed,57,High,P2,-0.003337432935067053,94.59,0,Medium,UNUSUAL_TRANSACTION_HOUR; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000543,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007220,2026-02-08 08:54:44,CUST000662,Ali Taylor,ACC000049,MER000176,Cash Withdrawal Merchant 176,Cash Withdrawal,26.11,EUR,Card Present,Completed,34,Medium,P3,-0.003371142013317563,94.58,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000544,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009870,2026-06-06 22:13:18,CUST000952,Ali Hussain,ACC000010,MER000064,Online Marketplace Merchant 064,Online Marketplace,95.14,EUR,Branch,Completed,10,Low,No Alert,-0.0033805636110105786,94.57,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000545,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003390,2026-07-03 20:29:59,CUST000483,Lucas Walker,ACC000754,MER000024,Electronics Merchant 024,Electronics,7922.8,EUR,ATM,Completed,53,Medium,P3,-0.003411565087902413,94.56,0,Medium,UNUSUALLY_HIGH_AMOUNT; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000546,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009008,2026-06-14 03:38:24,CUST000064,Fatima Ali,ACC000291,MER000098,Money Transfer Merchant 098,Money Transfer,26.85,GBP,ATM,Failed,100,Critical,P1,-0.0034622731567783838,94.55,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000547,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00000044,2026-06-26 12:49:45,CUST000486,Isabella Khan,ACC000570,MER000109,Groceries Merchant 109,Groceries,23.09,GBP,ATM,Completed,43,Medium,P3,-0.003578014322560441,94.54,0,Medium,KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000548,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008354,2026-07-08 22:51:18,CUST000077,Noah Jones,ACC000640,MER000165,Restaurants Merchant 165,Restaurants,367.21,EUR,Branch,Completed,55,High,P2,-0.0036015327784260087,94.53,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000549,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002482,2026-06-16 00:40:39,CUST000496,Ali Wilson,ACC000953,MER000225,Travel Merchant 225,Travel,124.41,USD,E-Commerce,Completed,20,Low,No Alert,-0.0036491482437337464,94.52,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000550,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009432,2026-02-12 15:47:47,CUST000786,Leo Jones,ACC001112,MER000169,Hotels Merchant 169,Hotels,7726.72,EUR,Card Present,Completed,48,Medium,P3,-0.003757595988039708,94.51,0,Medium,UNUSUALLY_HIGH_AMOUNT; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000551,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006561,2026-06-04 21:09:09,CUST000281,Leo Hall,ACC000936,MER000003,Hotels Merchant 003,Hotels,9.93,GBP,E-Commerce,Completed,0,Low,No Alert,-0.003779598391216221,94.5,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000552,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006020,2026-03-18 21:28:47,CUST000945,Daniel Brown,ACC000872,MER000155,Subscription Merchant 155,Subscription,138.73,USD,ATM,Completed,33,Medium,P3,-0.003794441236867674,94.49,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000553,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004598,2026-06-18 11:12:25,CUST000445,Isabella Ali,ACC000687,MER000229,Restaurants Merchant 229,Restaurants,81.18,EUR,E-Commerce,Completed,28,Low,No Alert,-0.0038000039625106785,94.48,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000554,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00001936,2026-06-27 00:45:10,CUST000457,Daniel Hussain,ACC000846,MER000172,Luxury Goods Merchant 172,Luxury Goods,83.89,GBP,Mobile Banking,Completed,87,Critical,P1,-0.00396263049733836,94.47,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000555,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00000759,2026-07-05 23:41:18,CUST000266,Ali Wright,ACC001288,MER000224,Crypto Exchange Merchant 224,Crypto Exchange,1558.32,GBP,API,Completed,66,High,P2,-0.004003238609091797,94.46,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000556,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009293,2026-05-26 01:08:59,CUST000976,Muhammad Young,ACC000937,MER000240,Travel Merchant 240,Travel,281.5,USD,E-Commerce,Completed,38,Medium,P3,-0.00400960889094093,94.45,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000557,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006672,2026-02-12 16:48:09,CUST000142,Fatima Smith,ACC001219,MER000028,Fuel Merchant 028,Fuel,19.48,GBP,Card Present,Failed,5,Low,No Alert,-0.004046614158388584,94.44,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000558,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005287,2026-05-17 16:18:30,CUST000063,Isabella Khan,ACC001057,MER000097,Hotels Merchant 097,Hotels,3047.48,EUR,Branch,Completed,33,Medium,P3,-0.004086815424472534,94.43,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000559,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007719,2026-07-01 15:28:05,CUST000860,Sophia Green,ACC000606,MER000191,Pharmacy Merchant 191,Pharmacy,191.12,GBP,Card Present,Pending,73,High,P2,-0.004154410212935722,94.42,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000560,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004564,2026-02-08 04:36:29,CUST000457,Daniel Hussain,ACC000846,MER000201,Online Marketplace Merchant 201,Online Marketplace,95.38,GBP,Branch,Pending,63,High,P2,-0.0041840930534122744,94.41,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000561,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004373,2026-04-21 17:57:43,CUST000879,Fatima Hussain,ACC000550,MER000057,Money Transfer Merchant 057,Money Transfer,27.02,GBP,Mobile Banking,Completed,76,Critical,P1,-0.004230299296220541,94.4,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000562,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00000501,2026-02-02 18:51:06,CUST000810,Grace Taylor,ACC000515,MER000155,Subscription Merchant 155,Subscription,14.82,EUR,Card Present,Completed,28,Low,No Alert,-0.004245790744973665,94.39,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000563,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008326,2026-06-12 22:03:02,CUST000027,Grace Patel,ACC001223,MER000060,Restaurants Merchant 060,Restaurants,9.7,EUR,API,Completed,15,Low,No Alert,-0.004316107463565144,94.38,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000564,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009426,2026-01-18 19:16:03,CUST000571,Fatima Patel,ACC000795,MER000198,Pharmacy Merchant 198,Pharmacy,73.94,GBP,E-Commerce,Completed,93,Critical,P1,-0.004372471252905963,94.37,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000565,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004696,2026-02-04 00:00:55,CUST000527,Grace Hussain,ACC000421,MER000200,Cash Withdrawal Merchant 200,Cash Withdrawal,10.54,USD,ATM,Completed,67,High,P2,-0.004391677798682991,94.36,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000566,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00000056,2026-04-11 05:43:33,CUST000178,Grace Davies,ACC001209,MER000153,Fuel Merchant 153,Fuel,97.08,EUR,Mobile Banking,Reversed,15,Low,No Alert,-0.0044675388377839464,94.35,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000567,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006419,2026-07-09 19:13:48,CUST000422,Muhammad Young,ACC000963,MER000158,Pharmacy Merchant 158,Pharmacy,84.2,GBP,Card Present,Failed,33,Medium,P3,-0.004477050087906109,94.34,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000568,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003600,2026-05-02 00:43:37,CUST000051,Amelia Wright,ACC000237,MER000117,Restaurants Merchant 117,Restaurants,25.26,EUR,Mobile Banking,Failed,25,Low,No Alert,-0.004526228376674046,94.33,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000569,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008323,2026-02-21 15:00:30,CUST000062,Adam Brown,ACC000691,MER000011,Money Transfer Merchant 011,Money Transfer,95.67,USD,API,Failed,48,Medium,P3,-0.004556855445408292,94.32,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000570,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009223,2026-04-15 08:26:59,CUST000346,Adam Clarke,ACC000353,MER000021,Crypto Exchange Merchant 021,Crypto Exchange,272.73,USD,API,Pending,61,High,P2,-0.004557886006972711,94.31,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000571,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004798,2026-01-29 09:45:30,CUST000015,Leo Wright,ACC000993,MER000043,Online Marketplace Merchant 043,Online Marketplace,41.09,EUR,Branch,Pending,10,Low,No Alert,-0.004698864341503239,94.3,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000572,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00005831,2026-03-10 19:03:18,CUST000048,Zara Clarke,ACC000984,MER000235,Restaurants Merchant 235,Restaurants,169.5,GBP,E-Commerce,Completed,18,Low,No Alert,-0.004783089163835852,94.29,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000573,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00008937,2026-03-19 15:23:05,CUST000754,Lucas Khan,ACC000733,MER000098,Money Transfer Merchant 098,Money Transfer,583.11,USD,API,Completed,100,Critical,P1,-0.004790868025935202,94.28,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000574,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003733,2026-03-31 02:57:06,CUST000720,Oliver Hall,ACC000218,MER000100,Electronics Merchant 100,Electronics,120.53,EUR,Mobile Banking,Completed,38,Medium,P3,-0.004813580219744873,94.27,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000575,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00001673,2026-03-01 04:09:01,CUST000071,Mia Wright,ACC001226,MER000010,Luxury Goods Merchant 010,Luxury Goods,116.97,GBP,Card Present,Completed,64,High,P2,-0.004854973028129983,94.26,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000576,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004443,2026-05-14 20:15:05,CUST000878,Zara Ali,ACC001185,MER000192,Crypto Exchange Merchant 192,Crypto Exchange,39.17,USD,API,Completed,61,High,P2,-0.004898903629513729,94.25,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000577,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00004289,2026-01-31 15:41:16,CUST000379,Daniel Brown,ACC001053,MER000066,Travel Merchant 066,Travel,22.25,GBP,Card Present,Completed,28,Low,No Alert,-0.00493850044788402,94.24,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000578,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009190,2026-04-30 00:17:02,CUST000741,Grace Wright,ACC000135,MER000219,Money Transfer Merchant 219,Money Transfer,94.99,GBP,Branch,Completed,100,Critical,P1,-0.004949578107981467,94.23,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000579,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003747,2026-01-16 00:09:36,CUST000517,Mia Wilson,ACC000883,MER000173,Cash Withdrawal Merchant 173,Cash Withdrawal,73.18,USD,Card Present,Completed,64,High,P2,-0.004983627950174596,94.22,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000580,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006652,2026-01-14 03:22:40,CUST000305,Ethan Khan,ACC000177,MER000119,Online Marketplace Merchant 119,Online Marketplace,38.67,GBP,Card Present,Failed,25,Low,No Alert,-0.0049848323465697675,94.21,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000581,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007680,2026-07-08 23:42:02,CUST000183,Zara Ahmed,ACC000715,MER000237,Fuel Merchant 237,Fuel,25.02,EUR,Branch,Completed,28,Low,No Alert,-0.004998840836611507,94.2,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000582,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007424,2026-01-20 05:09:16,CUST000549,Maya Smith,ACC000828,MER000237,Fuel Merchant 237,Fuel,156.9,USD,Card Present,Completed,48,Medium,P3,-0.005022261404123318,94.19,0,Medium,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000583,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006289,2026-07-05 13:43:22,CUST000391,Grace Thomas,ACC000182,MER000057,Money Transfer Merchant 057,Money Transfer,5836.07,GBP,Mobile Banking,Completed,76,Critical,P1,-0.0051038356734651735,94.18,0,Medium,UNUSUALLY_HIGH_AMOUNT; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000584,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00003375,2026-05-15 09:33:17,CUST000947,Amelia Brown,ACC001001,MER000241,Cash Withdrawal Merchant 241,Cash Withdrawal,9.28,USD,ATM,Completed,77,Critical,P1,-0.005129280624987853,94.17,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000585,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00009591,2026-04-07 00:00:15,CUST000006,Noah Davies,ACC000268,MER000182,Travel Merchant 182,Travel,20.75,EUR,Mobile Banking,Completed,65,High,P2,-0.005137028250193021,94.16,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000586,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002094,2026-04-03 16:49:47,CUST000141,Mia Green,ACC000215,MER000246,Cash Withdrawal Merchant 246,Cash Withdrawal,276.89,GBP,API,Pending,57,High,P2,-0.005228329252832897,94.15,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000587,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002797,2026-06-03 02:47:23,CUST000087,Oliver Davies,ACC000045,MER000181,Restaurants Merchant 181,Restaurants,17.62,GBP,Branch,Reversed,43,Medium,P3,-0.005232210503248069,94.14,0,Medium,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000588,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006919,2026-07-05 15:53:46,CUST000137,Daniel Ahmed,ACC000631,MER000092,Electronics Merchant 092,Electronics,52.44,USD,Card Present,Completed,55,High,P2,-0.005291298152548918,94.13,0,Medium,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000589,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002994,2026-05-19 13:44:50,CUST000354,Noah Wilson,ACC000737,MER000126,Online Marketplace Merchant 126,Online Marketplace,54.0,GBP,ATM,Failed,38,Medium,P3,-0.005364901638025277,94.12,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000590,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00006627,2026-04-15 17:58:53,CUST000662,Ali Taylor,ACC000049,MER000143,Cash Withdrawal Merchant 143,Cash Withdrawal,63.5,GBP,E-Commerce,Failed,84,Critical,P1,-0.005367988000284374,94.11,0,Medium,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000591,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00007800,2026-06-01 09:03:02,CUST000847,Fatima Robinson,ACC000362,MER000225,Travel Merchant 225,Travel,114.22,GBP,API,Completed,5,Low,No Alert,-0.005448628687882318,94.1,0,Medium,TOP_10_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000592,Open,Isolation Forest Transaction Anomaly,P3,Operations Risk Analyst,Review if repeated behaviour appears or if combined with other risk indicators.,TXN00002513,2026-02-08 17:26:56,CUST000110,Hannah Thomas,ACC000986,MER000142,Fuel Merchant 142,Fuel,71.4,EUR,ATM,Failed,38,Medium,P3,-0.005451810136767321,94.09,0,Medium,CROSS_BORDER_PATTERN; TOP_10_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
